"Airbnbid","host_id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"5040218","26019828","Manhattan","Hell's Kitchen","40.76159","-73.99824","Private room","69","2","22","2019-03-20","0.64","2","7"
"5040653","19195540","Manhattan","Chinatown","40.71723","-73.99164","Private room","150","4","36","2019-06-04","0.71","3","294"
"5040951","26024433","Manhattan","Gramercy","40.73272","-73.9852","Entire home/apt","125","3","21","2019-06-02","0.4","1","7"
"5041891","26031034","Manhattan","Upper West Side","40.79693","-73.96348","Entire home/apt","795","4","22","2019-06-20","0.42","1","249"
"5046189","23732730","Bronx","Allerton","40.87054","-73.84681","Entire home/apt","450","2","45","2019-07-02","0.84","4","342"
"5046894","6454648","Manhattan","Harlem","40.81549","-73.95278","Shared room","80","1","29","2019-06-12","0.62","1","357"
"5050156","193488","Manhattan","East Village","40.73273","-73.98969","Private room","135","1","14","2019-05-26","0.28","2","332"
"5050664","93292","Manhattan","Chinatown","40.71848","-73.99549","Private room","80","3","153","2019-06-25","2.9","1","238"
"5051597","10975987","Brooklyn","Bushwick","40.68386","-73.90936","Entire home/apt","150","4","119","2019-06-20","2.23","1","273"
"5052495","26089087","Brooklyn","Williamsburg","40.70907","-73.96396","Private room","60","1","33","2019-06-26","2.75","1","19"
"5052897","26079021","Manhattan","Upper East Side","40.76173","-73.96183","Entire home/apt","249","3","85","2019-06-28","1.59","1","158"
"5054072","25237492","Manhattan","Upper East Side","40.7606","-73.96028","Entire home/apt","155","30","17","2019-02-02","0.32","34","316"
"5058683","3074904","Brooklyn","Williamsburg","40.71301","-73.95374","Private room","96","1","175","2019-06-16","3.27","4","44"
"5060771","26133955","Manhattan","West Village","40.73345","-74.00302","Private room","89","1","1","2016-04-21","0.03","1","365"
"5061165","9018446","Manhattan","Washington Heights","40.83554","-73.93849","Private room","80","1","307","2019-06-29","5.66","1","54"
"5061178","26136707","Manhattan","Washington Heights","40.8447","-73.93369","Private room","77","4","80","2019-06-16","1.57","1","66"
"5061309","13501341","Brooklyn","Bushwick","40.70171","-73.91344","Private room","60","1","155","2019-06-20","3.39","2","170"
"5065276","25963759","Brooklyn","South Slope","40.66135","-73.98726","Private room","70","1","3","2015-10-05","0.06","1","363"
"5066813","1445871","Manhattan","East Village","40.73096","-73.98376","Entire home/apt","139","1","62","2019-06-30","1.15","1","240"
"5066900","25052740","Brooklyn","Bedford-Stuyvesant","40.69604","-73.94504","Private room","50","7","13","2019-05-16","0.33","3","227"
"5067097","2372310","Brooklyn","Williamsburg","40.71343","-73.94842","Entire home/apt","220","5","0","","null","1","21"
"5067348","6278351","Manhattan","Hell's Kitchen","40.75977","-73.98981","Entire home/apt","250","3","26","2019-06-29","0.51","1","96"
"5067417","8954264","Manhattan","Harlem","40.80858","-73.95132","Private room","177","10","25","2019-06-08","0.51","1","213"
"5070183","12306481","Queens","Sunnyside","40.74513","-73.91685","Entire home/apt","90","30","10","2019-05-23","0.28","3","332"
"5070378","26184062","Brooklyn","Williamsburg","40.71223","-73.95681","Private room","150","7","1","2016-08-31","0.03","1","179"
"5075659","192852","Manhattan","Upper East Side","40.77407","-73.95238","Entire home/apt","125","3","211","2019-06-22","3.95","1","230"
"5079124","12603113","Brooklyn","Kensington","40.63953","-73.97214","Private room","50","2","39","2019-06-24","0.77","1","245"
"5081207","25237492","Manhattan","Upper West Side","40.78305","-73.98398","Entire home/apt","165","30","16","2019-06-15","0.31","34","326"
"5082455","2908101","Manhattan","Harlem","40.82846","-73.94393","Entire home/apt","175","4","29","2018-11-05","0.55","1","7"
"5083907","63613","Brooklyn","Clinton Hill","40.69105","-73.96789","Private room","50","60","0","","null","2","210"
"5085803","23772724","Manhattan","Upper East Side","40.78151","-73.94775","Entire home/apt","99","30","12","2019-04-27","0.29","15","208"
"5091056","26301893","Queens","Forest Hills","40.71158","-73.85273","Private room","80","1","12","2019-01-03","0.35","1","59"
"5094593","7801481","Queens","Bay Terrace","40.78598","-73.77915","Private room","99","3","4","2018-05-04","0.08","2","7"
"5096158","21201361","Brooklyn","Williamsburg","40.71102","-73.95627","Private room","79","1","1","2018-08-26","0.09","1","89"
"5101342","19293586","Brooklyn","Williamsburg","40.71759","-73.94388","Private room","100","2","19","2019-06-29","0.61","1","34"
"5105768","26382036","Queens","Elmhurst","40.74038","-73.87599","Entire home/apt","120","5","31","2019-05-27","0.64","2","64"
"5105805","8329975","Manhattan","Hell's Kitchen","40.76645","-73.98539","Entire home/apt","150","4","15","2019-06-29","0.41","1","5"
"5106041","4265630","Brooklyn","Flatbush","40.64801","-73.95623","Entire home/apt","80","4","51","2019-06-22","0.97","2","306"
"5106749","26388856","Queens","Long Island City","40.7599","-73.9285","Entire home/apt","110","14","35","2019-05-24","0.69","1","177"
"5110224","26405093","Staten Island","Stapleton","40.6375","-74.07654","Private room","85","1","0","","null","2","359"
"5112761","2638171","Brooklyn","Williamsburg","40.71577","-73.94604","Private room","90","3","0","","null","1","364"
"5113910","10125456","Brooklyn","Red Hook","40.67404","-74.01021","Entire home/apt","115","5","51","2019-05-15","0.95","1","8"
"5115372","26432133","Queens","East Elmhurst","40.76374","-73.87103","Private room","54","1","430","2019-07-03","13.45","5","347"
"5116726","7203997","Brooklyn","Park Slope","40.67034","-73.97512","Entire home/apt","995","2","43","2019-06-13","0.82","2","328"
"5119201","17450152","Manhattan","Hell's Kitchen","40.76332","-73.9884","Private room","150","1","38","2019-06-21","0.77","5","307"
"5122899","9059339","Manhattan","East Harlem","40.78744","-73.95211","Private room","61","7","167","2019-05-22","3.21","1","292"
"5123033","1475015","Manhattan","Midtown","40.75587","-73.96856","Entire home/apt","115","30","0","","null","52","281"
"5126391","26003292","Brooklyn","Fort Greene","40.69454","-73.97166","Private room","63","1","104","2019-06-23","2.16","1","11"
"5127131","1946840","Manhattan","East Village","40.72982","-73.98316","Entire home/apt","185","7","21","2019-06-04","0.4","1","27"
"5132306","24711354","Brooklyn","Crown Heights","40.66809","-73.93373","Private room","33","28","20","2019-04-06","0.37","1","282"
"5132986","2086194","Brooklyn","Prospect Heights","40.68163","-73.96709","Private room","55","2","3","2015-05-17","0.06","1","189"
"5133942","7088204","Brooklyn","Crown Heights","40.67131","-73.94979","Entire home/apt","150","5","8","2019-05-20","0.36","1","118"
"5144689","26597048","Manhattan","Harlem","40.80516","-73.94299","Entire home/apt","117","3","126","2019-07-05","3.91","2","66"
"5146173","26606802","Manhattan","West Village","40.73451","-74.00746","Entire home/apt","510","3","12","2016-10-23","0.24","1","364"
"5152230","26640253","Manhattan","Harlem","40.82383","-73.94639","Private room","65","1","61","2019-04-24","1.16","1","323"
"5159567","22011099","Brooklyn","Greenpoint","40.72981","-73.95268","Entire home/apt","195","6","21","2018-08-15","0.44","1","42"
"5159990","115669","Manhattan","East Harlem","40.79643","-73.93543","Entire home/apt","115","3","8","2017-05-17","0.15","1","183"
"5161173","1027417","Brooklyn","Park Slope","40.67365","-73.9814","Entire home/apt","350","3","5","2019-02-19","0.12","1","22"
"5162578","23719409","Manhattan","Harlem","40.82774","-73.95181","Private room","115","1","28","2018-12-08","1.13","4","6"
"5168749","10433019","Queens","Long Island City","40.74401","-73.95094","Entire home/apt","135","30","3","2019-06-30","0.06","1","231"
"5175054","22305520","Manhattan","Hell's Kitchen","40.76064","-73.99112","Entire home/apt","199","30","119","2019-06-11","2.21","2","215"
"5178944","18388649","Manhattan","Harlem","40.82415","-73.94113","Private room","100","2","0","","null","1","364"
"5179493","4406876","Manhattan","Upper East Side","40.76761","-73.95391","Entire home/apt","195","6","5","2019-06-13","0.11","1","329"
"5181492","15714652","Brooklyn","Bushwick","40.70041","-73.93816","Private room","70","11","21","2019-05-18","0.4","1","134"
"5183502","1762555","Brooklyn","Williamsburg","40.71508","-73.94586","Private room","100","4","38","2019-06-12","1.06","1","10"
"5188746","5896802","Manhattan","Harlem","40.81502","-73.9546","Entire home/apt","110","90","7","2018-02-26","0.28","1","90"
"5188840","26377263","Queens","Far Rockaway","40.59642","-73.75606","Private room","38","6","5","2017-12-02","0.11","43","313"
"5191965","610690","Brooklyn","Bedford-Stuyvesant","40.68006","-73.91113","Private room","75","1","35","2019-06-26","0.69","2","80"
"5192165","26856159","Manhattan","Harlem","40.82306","-73.94688","Private room","63","1","209","2019-06-13","4.12","3","274"
"5192219","26856159","Manhattan","Harlem","40.82153","-73.94651","Private room","58","1","194","2019-06-22","3.81","3","307"
"5193421","1002840","Manhattan","East Village","40.72669","-73.98275","Entire home/apt","145","5","63","2019-06-24","1.24","1","242"
"5194812","23909946","Brooklyn","Bushwick","40.68755","-73.91856","Private room","60","2","77","2019-06-19","1.56","3","28"
"5195409","12879620","Manhattan","Upper West Side","40.79148","-73.97828","Entire home/apt","158","100","2","2018-08-01","0.04","1","290"
"5195654","26877931","Brooklyn","Bedford-Stuyvesant","40.69467","-73.9501","Private room","45","5","20","2017-10-23","0.38","1","52"
"5199439","23772724","Manhattan","Upper East Side","40.77339","-73.95421","Entire home/apt","99","30","13","2019-05-25","0.26","15","333"
"5200433","24052348","Manhattan","East Village","40.72042","-73.97998","Private room","85","10","14","2019-04-03","0.27","4","18"
"5205171","1242374","Brooklyn","Williamsburg","40.71495","-73.93997","Private room","96","3","82","2019-06-16","1.58","1","289"
"5210286","8353665","Manhattan","Harlem","40.82227","-73.94878","Entire home/apt","150","4","4","2019-05-15","0.07","1","33"
"5211296","17448220","Brooklyn","Bedford-Stuyvesant","40.68383","-73.92226","Entire home/apt","130","3","138","2019-06-18","2.59","1","254"
"5214511","25762289","Brooklyn","Greenpoint","40.72614","-73.94813","Entire home/apt","126","3","3","2019-06-04","0.06","1","110"
"5216799","26564745","Brooklyn","Prospect-Lefferts Gardens","40.65649","-73.95854","Entire home/apt","174","5","17","2016-01-03","0.32","1","15"
"5224210","1220404","Brooklyn","East New York","40.66811","-73.89394","Entire home/apt","100","2","1","2016-05-03","0.03","2","292"
"5225088","2265022","Staten Island","Mariners Harbor","40.62726","-74.1588","Entire home/apt","150","5","16","2019-05-17","0.33","1","299"
"5227024","27046912","Manhattan","Harlem","40.80669","-73.95655","Private room","89","4","56","2019-06-20","1.07","2","15"
"5229212","1226742","Brooklyn","Clinton Hill","40.68383","-73.96319","Entire home/apt","308","2","62","2019-06-24","2.01","2","294"
"5231817","2119276","Manhattan","Upper East Side","40.76201","-73.96084","Entire home/apt","150","30","5","2018-03-28","0.11","39","228"
"5232121","3339701","Queens","Ditmars Steinway","40.77776","-73.91612","Private room","55","1","90","2019-06-21","1.72","4","310"
"5233345","27084741","Queens","Woodside","40.74436","-73.91141","Private room","90","1","27","2018-10-22","0.55","2","365"
"5236146","4655245","Manhattan","East Harlem","40.79462","-73.94923","Entire home/apt","249","3","150","2019-06-18","2.91","1","159"
"5237336","189275","Brooklyn","Fort Greene","40.69658","-73.97116","Entire home/apt","95","1","49","2019-06-30","6.77","1","40"
"5237422","1297675","Brooklyn","Prospect Heights","40.68093","-73.97182","Private room","135","2","79","2019-06-19","1.49","2","11"
"5240711","27121854","Manhattan","Midtown","40.75239","-73.9707","Entire home/apt","289","10","169","2019-01-02","3.23","1","3"
"5241757","1884659","Brooklyn","Bushwick","40.70827","-73.92264","Entire home/apt","97","2","47","2019-06-09","0.88","2","345"
"5242156","956379","Brooklyn","South Slope","40.66309","-73.98497","Entire home/apt","180","30","84","2019-05-31","1.7","1","204"
"5247202","172672","Manhattan","Upper East Side","40.77828","-73.94768","Entire home/apt","75","30","32","2019-05-06","0.67","1","4"
"5251338","17129810","Brooklyn","Red Hook","40.66541","-74.01407","Private room","60","5","66","2018-11-02","1.75","5","326"
"5251340","17129810","Brooklyn","Columbia St","40.68173","-74.00366","Private room","60","3","118","2019-07-07","2.84","5","326"
"5252343","419629","Queens","Elmhurst","40.74125","-73.89035","Private room","47","2","2","2015-02-23","0.04","1","17"
"5258459","1519119","Manhattan","Washington Heights","40.8545","-73.93169","Shared room","50","1","0","","null","1","89"
"5259407","2119276","Manhattan","West Village","40.73226","-74.00644","Entire home/apt","250","30","3","2015-12-23","0.06","39","365"
"5260942","1478146","Manhattan","Harlem","40.80177","-73.9571","Entire home/apt","115","8","9","2018-10-15","0.18","1","111"
"5261913","27238076","Manhattan","Hell's Kitchen","40.76432","-73.98599","Private room","135","2","195","2019-06-28","3.69","1","241"
"5262076","4534649","Manhattan","Harlem","40.81617","-73.95371","Private room","50","2","170","2019-06-23","3.2","3","84"
"5266736","27261471","Brooklyn","Canarsie","40.64716","-73.89403","Entire home/apt","120","2","1","2019-06-30","1","2","140"
"5266888","14684238","Manhattan","East Village","40.7249","-73.98852","Entire home/apt","150","5","22","2019-06-19","0.41","1","6"
"5268045","10698270","Manhattan","Upper East Side","40.76578","-73.95509","Private room","95","1","21","2019-02-09","0.39","2","188"
"5269840","27277459","Brooklyn","East Flatbush","40.65491","-73.9222","Entire home/apt","139","4","77","2019-06-26","1.65","2","340"
"5271661","6960329","Manhattan","Upper West Side","40.77484","-73.98659","Private room","130","2","2","2019-06-30","0.94","1","150"
"5271997","6716330","Manhattan","Upper West Side","40.77311","-73.98606","Private room","125","3","124","2019-06-24","2.32","3","347"
"5276602","20114391","Brooklyn","Fort Greene","40.68557","-73.97073","Private room","45","21","14","2019-01-14","0.27","2","48"
"5276908","8858347","Brooklyn","Fort Greene","40.68792","-73.97319","Entire home/apt","120","21","12","2018-08-13","0.22","1","22"
"5278927","7503643","Brooklyn","Greenpoint","40.72546","-73.94046","Entire home/apt","129","30","7","2019-06-01","0.14","52","328"
"5279859","6339750","Manhattan","Kips Bay","40.74084","-73.98008","Entire home/apt","196","5","66","2019-07-02","1.23","1","323"
"5279925","153675","Manhattan","East Village","40.73279","-73.98746","Entire home/apt","140","12","1","2015-09-01","0.02","2","164"
"5285867","11601961","Brooklyn","Flatbush","40.64858","-73.96378","Entire home/apt","90","3","24","2019-04-07","0.45","1","29"
"5286482","27371081","Brooklyn","Midwood","40.62636","-73.9627","Private room","50","2","21","2019-04-21","1.47","1","179"
"5287414","27376622","Manhattan","Gramercy","40.73765","-73.98366","Shared room","65","1","49","2019-06-19","0.93","1","353"
"5287733","27379417","Queens","South Ozone Park","40.66788","-73.82419","Private room","85","1","243","2018-04-30","4.54","1","281"
